,Govt_ID,Policy_Number,Disease,Disease_Category,Claim_Date
1780,UQMAQ0471P,P21160,ACL Tear,surgical,2023-01-17
1781,UQMAQ0471P,P21160,Viral Fever,acute,2018-11-14
1782,UQMAQ0471P,P21160,Pneumonia,acute,2019-03-18
1783,UQMAQ0471P,P21160,Asthma,chronic,2016-08-12
1784,MQJVL3234P,F97999,Coronary Artery Disease,cardiac,2016-06-21
1785,MQJVL3234P,F97999,Urinary Tract Infection,acute,2016-08-13
1786,GIZLD7850A,Q34507,Angina,cardiac,2019-02-22
1787,BRBUF1764S,V79989,Appendicitis,surgical,2016-09-19
1788,BRBUF1764S,V79989,Hernia,surgical,2023-07-01
1789,LWWMT0673O,G57255,Lupus,rare,2018-09-21
1790,VBXOO5554O,O64193,Dengue,acute,2024-06-25
1791,VBXOO5554O,O64193,Multiple Sclerosis,rare,2022-08-05
1792,VBXOO5554O,O64193,Lupus,rare,2023-12-19
1793,VBXOO5554O,O64193,Dengue,acute,2020-11-12
1794,VBXOO5554O,O64193,Asthma,chronic,2020-06-16
1795,JEXIH9399A,V94467,Urinary Tract Infection,acute,2024-11-29
1796,JEXIH9399A,V94467,Dengue,acute,2019-07-11
1797,ICYRA3056D,B48467,Coronary Artery Disease,cardiac,2023-05-15
1798,ICYRA3056D,B48467,Myocardial Infarction,cardiac,2017-10-05
1799,CNLAB1844K,D74057,Appendicitis,surgical,2018-05-30
1800,SPFWJ0566D,E96307,Dengue,acute,2017-03-13
1801,SPFWJ0566D,E96307,Asthma,chronic,2022-12-23
1802,SPFWJ0566D,E96307,Hernia,surgical,2019-03-12
1803,SPFWJ0566D,E96307,Appendicitis,surgical,2017-11-14
1804,SPFWJ0566D,E96307,Multiple Sclerosis,rare,2022-07-06
1805,KXRVO7970U,X30852,Fracture Femur,surgical,2022-06-02
1806,SFJTZ1958L,W25351,Autoimmune Disorder,rare,2021-02-22
1807,YFZIY9353Y,F97966,Asthma,chronic,2021-05-12
1808,YFZIY9353Y,F97966,Lupus,rare,2021-08-10
1809,YFZIY9353Y,F97966,Multiple Sclerosis,rare,2021-01-19
1810,YFZIY9353Y,F97966,Coronary Artery Disease,cardiac,2020-11-01
1811,YFZIY9353Y,F97966,Myocardial Infarction,cardiac,2018-07-28
1812,BQRQT8604E,G11432,Gastroenteritis,acute,2023-01-30
1813,BQRQT8604E,G11432,Lupus,rare,2020-07-05
1814,BQRQT8604E,G11432,Myocardial Infarction,cardiac,2018-03-19
1815,BQRQT8604E,G11432,Chronic Kidney Disease,chronic,2018-04-08
1816,ZKSDD2669W,R88340,Multiple Sclerosis,rare,2023-07-26
1817,ZKSDD2669W,R88340,Multiple Sclerosis,rare,2021-12-18
1818,ZKSDD2669W,R88340,Dengue,acute,2020-06-04
1819,AQLOE8183J,I96584,Myocardial Infarction,cardiac,2022-05-01
1820,NSCOI6220K,S99625,Angina,cardiac,2022-08-21
1821,NSCOI6220K,S99625,Hernia,surgical,2019-07-24
1822,BKVJS8888O,T23399,Gallstones,surgical,2021-03-02
1823,BKVJS8888O,T23399,Viral Fever,acute,2019-05-28
1824,BETTH0284I,N44663,Hernia,surgical,2022-11-29
1825,BETTH0284I,N44663,Hernia,surgical,2021-03-25
1826,BETTH0284I,N44663,Viral Fever,acute,2016-03-30
1827,BETTH0284I,N44663,Dengue,acute,2021-04-28
1828,MZYOM0860Y,V67556,Chronic Kidney Disease,chronic,2024-12-30
1829,MZYOM0860Y,V67556,Chronic Kidney Disease,chronic,2024-11-06
1830,MZYOM0860Y,V67556,Asthma,chronic,2020-03-01
1831,MZYOM0860Y,V67556,Chronic Kidney Disease,chronic,2022-09-04
1832,MZYOM0860Y,V67556,Hernia,surgical,2018-02-04
1833,CCZDD5959D,G14936,Autoimmune Disorder,rare,2023-05-15
1834,AWIJC1786V,E81120,Multiple Sclerosis,rare,2022-09-20
1835,AWIJC1786V,E81120,ACL Tear,surgical,2016-11-17
1836,AWIJC1786V,E81120,Angina,cardiac,2017-04-13
1837,AWIJC1786V,E81120,Multiple Sclerosis,rare,2024-03-04
1838,HGEPD3641I,R49180,Autoimmune Disorder,rare,2017-09-21
1839,HGEPD3641I,R49180,Hypothyroidism,chronic,2018-12-29
1840,HGEPD3641I,R49180,Asthma,chronic,2021-04-11
1841,HGEPD3641I,R49180,Chronic Kidney Disease,chronic,2023-05-09
1842,JKZWQ9657P,A10691,Chronic Kidney Disease,chronic,2023-01-30
1843,JKZWQ9657P,A10691,Multiple Sclerosis,rare,2017-12-16
1844,JKZWQ9657P,A10691,Viral Fever,acute,2017-11-04
1845,TIIZP3048P,F43770,Angina,cardiac,2018-01-19
1846,TIIZP3048P,F43770,Hypertension,chronic,2016-10-07
1847,TIIZP3048P,F43770,Diabetes Mellitus,chronic,2017-10-20
1848,TIIZP3048P,F43770,Asthma,chronic,2016-01-09
1849,TIIZP3048P,F43770,Appendicitis,surgical,2022-08-28
1850,TWDCR1112S,M49714,Gastroenteritis,acute,2020-09-29
1851,PVQEU9139M,U79031,Diabetes Mellitus,chronic,2016-03-03
1852,PVQEU9139M,U79031,Autoimmune Disorder,rare,2023-05-20
1853,PVQEU9139M,U79031,Multiple Sclerosis,rare,2023-10-11
1854,PVQEU9139M,U79031,Coronary Artery Disease,cardiac,2021-12-21
1855,PVQEU9139M,U79031,ACL Tear,surgical,2023-07-20
1856,DGPQK9782J,K89265,Appendicitis,surgical,2020-11-22
1857,KTUUJ1830M,A22821,Myocardial Infarction,cardiac,2023-01-05
1858,KTUUJ1830M,A22821,Hernia,surgical,2023-12-13
1859,KTUUJ1830M,A22821,Autoimmune Disorder,rare,2023-12-02
1860,TMIZJ2294R,G39899,Autoimmune Disorder,rare,2019-10-06
1861,BEVVY3734K,I07190,Urinary Tract Infection,acute,2023-10-16
1862,NRQMP4833S,J34484,ACL Tear,surgical,2024-01-08
1863,NRQMP4833S,J34484,Myocardial Infarction,cardiac,2016-05-31
1864,NRQMP4833S,J34484,Pneumonia,acute,2022-03-25
1865,BOCQQ8371D,W14051,Coronary Artery Disease,cardiac,2016-06-18
1866,BOCQQ8371D,W14051,Hypothyroidism,chronic,2021-09-15
1867,BOCQQ8371D,W14051,Lupus,rare,2016-06-17
1868,FYNVZ3230U,F81908,Dengue,acute,2016-11-01
1869,FYNVZ3230U,F81908,Myocardial Infarction,cardiac,2019-12-04
1870,FYNVZ3230U,F81908,Hernia,surgical,2020-03-14
1871,FYNVZ3230U,F81908,Coronary Artery Disease,cardiac,2023-03-03
1872,YBWEC9964I,D49964,Urinary Tract Infection,acute,2019-01-11
1873,YBWEC9964I,D49964,Coronary Artery Disease,cardiac,2018-04-14
1874,YBWEC9964I,D49964,Dengue,acute,2020-09-12
1875,YBWEC9964I,D49964,Angina,cardiac,2020-10-14
1876,YBWEC9964I,D49964,Gastroenteritis,acute,2016-12-14
1877,DKFMN4444N,N12882,Myocardial Infarction,cardiac,2022-03-12
1878,DKFMN4444N,N12882,Dengue,acute,2019-01-02
1879,DKFMN4444N,N12882,Lupus,rare,2024-09-06
1880,DKFMN4444N,N12882,Lupus,rare,2024-03-10
1881,FWJWY4993G,E07818,Gastroenteritis,acute,2017-10-20
1882,FWJWY4993G,E07818,Gallstones,surgical,2019-01-08
1883,FWJWY4993G,E07818,Myocardial Infarction,cardiac,2019-10-31
1884,FWJWY4993G,E07818,Fracture Femur,surgical,2020-02-25
1885,FWJWY4993G,E07818,Chronic Kidney Disease,chronic,2022-05-19
1886,SDRNV6382J,M14823,ACL Tear,surgical,2016-06-25
1887,SDRNV6382J,M14823,Hernia,surgical,2021-10-23
1888,CGNTO4475Q,U55069,Hypertension,chronic,2022-05-19
1889,PSATG2477L,G00326,Chronic Kidney Disease,chronic,2022-05-22
1890,PSATG2477L,G00326,Hypothyroidism,chronic,2019-09-03
1891,PSATG2477L,G00326,Dengue,acute,2021-04-09
1892,PSATG2477L,G00326,Autoimmune Disorder,rare,2017-10-11
1893,PSATG2477L,G00326,Autoimmune Disorder,rare,2023-03-06
1894,AHPIY4814Z,L24993,Lupus,rare,2024-07-28
1895,AHPIY4814Z,L24993,Autoimmune Disorder,rare,2021-12-10
1896,ZECWW7188Z,X24818,Fracture Femur,surgical,2021-06-21
1897,ZECWW7188Z,X24818,ACL Tear,surgical,2022-12-15
1898,HTSWQ1753R,R54678,Gastroenteritis,acute,2017-01-27
1899,HTSWQ1753R,R54678,Angina,cardiac,2024-11-28
1900,WCAZD7464C,O15923,Autoimmune Disorder,rare,2023-04-19
1901,WCAZD7464C,O15923,Myocardial Infarction,cardiac,2017-08-31
1902,WCAZD7464C,O15923,Chronic Kidney Disease,chronic,2024-02-29
1903,WCAZD7464C,O15923,Lupus,rare,2023-06-15
1904,VXCPO4193L,I75763,Lupus,rare,2017-05-14
1905,VXCPO4193L,I75763,Gastroenteritis,acute,2024-08-31
1906,JWHHH2294E,Q01216,Urinary Tract Infection,acute,2023-11-18
1907,PSPSD1327A,A59055,Gallstones,surgical,2022-04-21
1908,PSPSD1327A,A59055,Gastroenteritis,acute,2020-07-16
1909,PSPSD1327A,A59055,Appendicitis,surgical,2018-01-15
1910,PSPSD1327A,A59055,Myocardial Infarction,cardiac,2016-08-07
1911,PSPSD1327A,A59055,Hypertension,chronic,2021-09-16
1912,BLGQY1580B,K20734,Pneumonia,acute,2022-03-05
1913,BLGQY1580B,K20734,Asthma,chronic,2023-09-10
1914,UHYVI2235B,E60496,Multiple Sclerosis,rare,2024-08-26
1915,UHYVI2235B,E60496,Fracture Femur,surgical,2024-10-27
1916,UHYVI2235B,E60496,Diabetes Mellitus,chronic,2021-10-30
1917,EFVPM5592N,R80411,Dengue,acute,2023-12-05
1918,EFVPM5592N,R80411,Multiple Sclerosis,rare,2021-01-01
1919,EFVPM5592N,R80411,Chronic Kidney Disease,chronic,2022-10-05
1920,EFVPM5592N,R80411,Chronic Kidney Disease,chronic,2021-10-26
1921,EFVPM5592N,R80411,ACL Tear,surgical,2022-09-26
1922,SXRSJ6790U,P04524,Myocardial Infarction,cardiac,2023-03-10
1923,SXRSJ6790U,P04524,Autoimmune Disorder,rare,2018-05-26
1924,SXRSJ6790U,P04524,Coronary Artery Disease,cardiac,2017-03-19
1925,PZLLH2360Y,W71980,Pneumonia,acute,2023-05-18
1926,PZLLH2360Y,W71980,Myocardial Infarction,cardiac,2024-05-22
1927,PZLLH2360Y,W71980,Asthma,chronic,2020-02-11
1928,PZLLH2360Y,W71980,Autoimmune Disorder,rare,2018-06-23
1929,PZLLH2360Y,W71980,Diabetes Mellitus,chronic,2018-06-02
1930,IZJXD7908F,M72451,Angina,cardiac,2022-03-17
1931,IZJXD7908F,M72451,Appendicitis,surgical,2019-12-09
1932,TTOJS0449M,V45493,Lupus,rare,2020-04-08
1933,TTOJS0449M,V45493,Lupus,rare,2023-02-14
1934,TTOJS0449M,V45493,Lupus,rare,2017-05-11
1935,AOYOC9534M,U04100,Fracture Femur,surgical,2016-06-03
1936,AOYOC9534M,U04100,Urinary Tract Infection,acute,2020-06-04
1937,HOZUA6197K,J91408,Angina,cardiac,2018-06-28
1938,HOZUA6197K,J91408,Urinary Tract Infection,acute,2021-04-16
1939,HOZUA6197K,J91408,Diabetes Mellitus,chronic,2019-09-03
1940,HOZUA6197K,J91408,Diabetes Mellitus,chronic,2020-09-04
1941,WKBOZ0989P,U43428,Diabetes Mellitus,chronic,2024-04-07
1942,BTQCE6093T,D11737,Dengue,acute,2018-07-24
1943,BTQCE6093T,D11737,Asthma,chronic,2021-02-28
1944,BTQCE6093T,D11737,Diabetes Mellitus,chronic,2020-06-23
1945,BTQCE6093T,D11737,Gastroenteritis,acute,2024-03-14
1946,BTQCE6093T,D11737,Multiple Sclerosis,rare,2024-07-23
1947,MYIQM4877W,M45971,Gastroenteritis,acute,2018-05-20
1948,DKXLE3539W,M17353,Angina,cardiac,2022-11-26
1949,DKXLE3539W,M17353,Myocardial Infarction,cardiac,2019-01-18
1950,DKXLE3539W,M17353,Coronary Artery Disease,cardiac,2021-12-21
1951,IBZVB0348S,N42942,Asthma,chronic,2021-07-23
1952,IBZVB0348S,N42942,Autoimmune Disorder,rare,2023-06-28
1953,IBZVB0348S,N42942,Urinary Tract Infection,acute,2016-11-16
1954,IBZVB0348S,N42942,Diabetes Mellitus,chronic,2021-06-03
1955,IBZVB0348S,N42942,Urinary Tract Infection,acute,2024-12-09
1956,TDOLE0838Y,B60693,Gallstones,surgical,2016-05-26
1957,TDOLE0838Y,B60693,Viral Fever,acute,2021-07-16
1958,MVJOB9856S,H10099,Autoimmune Disorder,rare,2018-11-30
1959,MVJOB9856S,H10099,Multiple Sclerosis,rare,2017-01-21
1960,MVJOB9856S,H10099,Urinary Tract Infection,acute,2022-06-24
1961,MVJOB9856S,H10099,Hernia,surgical,2016-05-22
1962,MVJOB9856S,H10099,Myocardial Infarction,cardiac,2024-04-12
1963,UIWBY9426K,C80429,Autoimmune Disorder,rare,2016-12-28
1964,UIWBY9426K,C80429,Viral Fever,acute,2019-12-27
1965,UIWBY9426K,C80429,Dengue,acute,2016-10-08
1966,UIWBY9426K,C80429,Lupus,rare,2022-03-21
1967,UIWBY9426K,C80429,Multiple Sclerosis,rare,2019-10-01
1968,VDDNK0815E,G65798,Multiple Sclerosis,rare,2023-11-14
1969,ILNIS8991Q,B19331,Autoimmune Disorder,rare,2021-05-22
1970,HYZOO7134X,O73484,Coronary Artery Disease,cardiac,2023-11-15
1971,HYZOO7134X,O73484,Angina,cardiac,2020-03-28
1972,HYZOO7134X,O73484,Chronic Kidney Disease,chronic,2019-03-11
1973,HYZOO7134X,O73484,Pneumonia,acute,2020-03-23
1974,FHCOG5983W,A37053,Diabetes Mellitus,chronic,2016-11-09
1975,FHCOG5983W,A37053,Coronary Artery Disease,cardiac,2017-12-03
1976,QJYDR0202K,L82117,Chronic Kidney Disease,chronic,2021-05-01
1977,QJYDR0202K,L82117,Myocardial Infarction,cardiac,2023-05-31
1978,GWFMN2961Q,O89310,Myocardial Infarction,cardiac,2024-04-27
1979,GWFMN2961Q,O89310,Myocardial Infarction,cardiac,2021-03-06
1980,GWFMN2961Q,O89310,Lupus,rare,2020-06-09
1981,GWFMN2961Q,O89310,Urinary Tract Infection,acute,2024-02-14
1982,GWFMN2961Q,O89310,Gastroenteritis,acute,2023-04-18
1983,MKCLC3926L,H97758,Gallstones,surgical,2021-08-29
1984,KEPGX4764M,A01683,Lupus,rare,2024-06-30
1985,KEPGX4764M,A01683,Multiple Sclerosis,rare,2017-07-28
1986,KEPGX4764M,A01683,Fracture Femur,surgical,2019-08-14
1987,KEPGX4764M,A01683,Coronary Artery Disease,cardiac,2024-08-15
1988,AVDDT3830I,Y31099,Diabetes Mellitus,chronic,2024-06-28
1989,AVDDT3830I,Y31099,Urinary Tract Infection,acute,2021-04-14
1990,AVDDT3830I,Y31099,Appendicitis,surgical,2024-10-12
1991,AVDDT3830I,Y31099,Coronary Artery Disease,cardiac,2019-04-08
1992,AVDDT3830I,Y31099,Hypertension,chronic,2017-12-06
1993,IGEQT4144Q,D19834,Coronary Artery Disease,cardiac,2016-11-21
1994,IGEQT4144Q,D19834,Gastroenteritis,acute,2018-02-14
1995,ZBRNJ5641F,Y39037,Coronary Artery Disease,cardiac,2021-06-01
1996,ZBRNJ5641F,Y39037,Autoimmune Disorder,rare,2022-08-22
1997,PVQOD0715E,F13193,Multiple Sclerosis,rare,2024-02-07
1998,DFZGE1061U,Z72386,Lupus,rare,2021-06-07
1999,DFZGE1061U,Z72386,Autoimmune Disorder,rare,2017-03-19
2000,ZPJCG2868E,K84282,Autoimmune Disorder,rare,2019-03-06
2001,ZPJCG2868E,K84282,Diabetes Mellitus,chronic,2024-10-23
2002,ZPJCG2868E,K84282,ACL Tear,surgical,2022-10-26
2003,ZPJCG2868E,K84282,Gastroenteritis,acute,2024-03-22
2004,ZPJCG2868E,K84282,Fracture Femur,surgical,2024-01-28
2005,ZEPAT9395P,Y93432,Gallstones,surgical,2018-03-04
2006,CQXIA3135O,U19313,Viral Fever,acute,2018-05-27
2007,CQXIA3135O,U19313,Autoimmune Disorder,rare,2020-11-27
2008,CQXIA3135O,U19313,Fracture Femur,surgical,2021-05-12
2009,CQXIA3135O,U19313,Coronary Artery Disease,cardiac,2024-02-20
2010,CQXIA3135O,U19313,Chronic Kidney Disease,chronic,2021-08-30
2011,JKUAT8935B,Q45829,Hypertension,chronic,2016-11-17
2012,JKUAT8935B,Q45829,Coronary Artery Disease,cardiac,2021-12-09
2013,CCZVL0417R,L42292,Hypertension,chronic,2023-02-07
2014,CCZVL0417R,L42292,Urinary Tract Infection,acute,2016-01-02
2015,EOQIP4480S,U91257,Gastroenteritis,acute,2016-01-01
2016,EOQIP4480S,U91257,Myocardial Infarction,cardiac,2020-10-16
2017,EOQIP4480S,U91257,Asthma,chronic,2016-01-22
2018,EOQIP4480S,U91257,Autoimmune Disorder,rare,2023-12-04
2019,EOQIP4480S,U91257,Multiple Sclerosis,rare,2021-03-22
2020,IZCGT1721I,J49293,Myocardial Infarction,cardiac,2021-07-21
2021,IZCGT1721I,J49293,Gastroenteritis,acute,2016-11-28
2022,UZCUZ3987A,J28695,ACL Tear,surgical,2017-02-24
2023,UZCUZ3987A,J28695,Angina,cardiac,2021-08-18
2024,UZCUZ3987A,J28695,Hernia,surgical,2021-11-06
2025,UZCUZ3987A,J28695,Pneumonia,acute,2023-06-21
2026,YNBZM4786K,R93902,Appendicitis,surgical,2017-01-21
2027,YNBZM4786K,R93902,Fracture Femur,surgical,2019-04-21
2028,WFKAV6132C,G36429,Diabetes Mellitus,chronic,2021-04-20
2029,WFKAV6132C,G36429,Dengue,acute,2016-10-17
2030,WFKAV6132C,G36429,Hypothyroidism,chronic,2016-03-13
2031,VRRPH9582V,Z00236,Autoimmune Disorder,rare,2024-01-28
2032,VRRPH9582V,Z00236,Autoimmune Disorder,rare,2021-05-21
2033,VRRPH9582V,Z00236,Myocardial Infarction,cardiac,2024-04-26
2034,VRRPH9582V,Z00236,Hypothyroidism,chronic,2023-12-16
2035,VRRPH9582V,Z00236,Coronary Artery Disease,cardiac,2022-10-01
2036,FJRUJ4012V,J19349,Hypothyroidism,chronic,2021-08-11
2037,FJRUJ4012V,J19349,Coronary Artery Disease,cardiac,2023-07-19
2038,FJRUJ4012V,J19349,Urinary Tract Infection,acute,2022-02-17
2039,FJRUJ4012V,J19349,Angina,cardiac,2018-07-30
2040,FJRUJ4012V,J19349,Lupus,rare,2024-05-26
2041,THGRT7032V,F35289,Appendicitis,surgical,2024-09-25
2042,THGRT7032V,F35289,Myocardial Infarction,cardiac,2017-01-15
2043,THGRT7032V,F35289,Urinary Tract Infection,acute,2019-07-14
2044,THGRT7032V,F35289,Multiple Sclerosis,rare,2024-03-15
2045,HZTUT4910G,F64390,Pneumonia,acute,2023-09-03
2046,HZTUT4910G,F64390,Dengue,acute,2017-05-13
2047,HZTUT4910G,F64390,Multiple Sclerosis,rare,2021-03-09
2048,HZTUT4910G,F64390,Hypothyroidism,chronic,2021-09-03
2049,HZTUT4910G,F64390,Angina,cardiac,2022-03-28
2050,ZBHFD3443F,K00218,Autoimmune Disorder,rare,2017-08-05
2051,ZBHFD3443F,K00218,Fracture Femur,surgical,2022-01-05
2052,ZBHFD3443F,K00218,Dengue,acute,2016-07-18
2053,ZBHFD3443F,K00218,Gastroenteritis,acute,2019-02-19
2054,ZBHFD3443F,K00218,Hypertension,chronic,2024-07-15
2055,MBVJA8551X,Q74680,Gallstones,surgical,2023-09-25
2056,MBVJA8551X,Q74680,Hypertension,chronic,2020-02-08
2057,UUFQY0870H,P22259,Appendicitis,surgical,2023-09-16
2058,UUFQY0870H,P22259,Diabetes Mellitus,chronic,2016-03-16
2059,UUFQY0870H,P22259,Viral Fever,acute,2022-06-19
2060,UUFQY0870H,P22259,Multiple Sclerosis,rare,2019-05-18
2061,UUFQY0870H,P22259,Hernia,surgical,2022-09-17
2062,ILDBU0340K,A93648,Pneumonia,acute,2016-12-10
2063,ILDBU0340K,A93648,Myocardial Infarction,cardiac,2016-04-24
2064,XDKHB7768E,Y96636,Viral Fever,acute,2023-01-31
2065,XDKHB7768E,Y96636,Angina,cardiac,2022-07-17
2066,XDKHB7768E,Y96636,Angina,cardiac,2018-03-20
2067,BRLGA0821T,G48887,Angina,cardiac,2024-09-20
2068,BRLGA0821T,G48887,Hypothyroidism,chronic,2021-11-23
2069,BRLGA0821T,G48887,Urinary Tract Infection,acute,2024-07-15
2070,BRLGA0821T,G48887,Coronary Artery Disease,cardiac,2019-07-04
2071,FZYMF4999M,Q32597,Coronary Artery Disease,cardiac,2018-06-26
2072,FZYMF4999M,Q32597,Hypertension,chronic,2021-03-12
2073,FZYMF4999M,Q32597,Appendicitis,surgical,2017-01-15
2074,FZYMF4999M,Q32597,Dengue,acute,2023-05-20
2075,FZYMF4999M,Q32597,Coronary Artery Disease,cardiac,2023-04-09
2076,BVCSM2728Z,F08538,Hernia,surgical,2017-02-27
2077,BVCSM2728Z,F08538,Asthma,chronic,2019-04-05
2078,SLVHJ9930I,T63484,Angina,cardiac,2019-04-23
2079,SLVHJ9930I,T63484,Pneumonia,acute,2016-08-27
2080,UZGHD5302N,R79537,Myocardial Infarction,cardiac,2017-01-24
2081,UZGHD5302N,R79537,Hernia,surgical,2020-10-03
2082,PDPJO2917K,W52276,Asthma,chronic,2021-01-04
2083,PDPJO2917K,W52276,Lupus,rare,2020-03-26
2084,PDPJO2917K,W52276,Urinary Tract Infection,acute,2016-03-18
2085,NBKUC1243D,A74908,Hypothyroidism,chronic,2017-04-03
2086,NBKUC1243D,A74908,Diabetes Mellitus,chronic,2019-06-11
2087,NBKUC1243D,A74908,Diabetes Mellitus,chronic,2016-12-12
2088,NBKUC1243D,A74908,Autoimmune Disorder,rare,2023-01-05
2089,NBKUC1243D,A74908,Myocardial Infarction,cardiac,2020-08-10
2090,QDMPY7838M,J23116,Gallstones,surgical,2020-05-21
2091,QDMPY7838M,J23116,Myocardial Infarction,cardiac,2020-08-01
2092,QDMPY7838M,J23116,Multiple Sclerosis,rare,2023-02-03
2093,QDMPY7838M,J23116,Hypertension,chronic,2020-12-17
2094,QDMPY7838M,J23116,Multiple Sclerosis,rare,2020-05-16
2095,EQVAM0445U,Y09962,ACL Tear,surgical,2016-09-18
2096,CUXDM6344R,V44431,ACL Tear,surgical,2022-06-23
2097,ACTDP5375A,A49294,Gallstones,surgical,2024-09-18
2098,YPSCM6928E,U24307,Coronary Artery Disease,cardiac,2018-04-21
2099,YPSCM6928E,U24307,Multiple Sclerosis,rare,2020-10-05
2100,YPSCM6928E,U24307,Gastroenteritis,acute,2019-01-15
2101,YPSCM6928E,U24307,Autoimmune Disorder,rare,2023-01-08
2102,YPSCM6928E,U24307,Dengue,acute,2024-03-17
2103,UDGQU1809M,L59946,Dengue,acute,2024-11-08
2104,WWUIX9156E,X03141,Dengue,acute,2018-07-29
2105,CYEFS8596H,Y15158,Myocardial Infarction,cardiac,2019-09-16
2106,CYEFS8596H,Y15158,Fracture Femur,surgical,2016-02-29
2107,CYEFS8596H,Y15158,Viral Fever,acute,2019-04-03
2108,CYEFS8596H,Y15158,Chronic Kidney Disease,chronic,2023-08-24
2109,CYEFS8596H,Y15158,Hernia,surgical,2024-04-18
2110,PRXBZ7568I,X94113,Autoimmune Disorder,rare,2023-01-27
2111,PRXBZ7568I,X94113,Urinary Tract Infection,acute,2024-02-24
2112,XMXUQ4418K,U67030,Diabetes Mellitus,chronic,2016-10-04
2113,XMXUQ4418K,U67030,Myocardial Infarction,cardiac,2023-09-29
2114,SLUEK4612J,V07340,Viral Fever,acute,2023-10-30
2115,SLUEK4612J,V07340,Myocardial Infarction,cardiac,2022-04-17
2116,SLUEK4612J,V07340,Coronary Artery Disease,cardiac,2024-12-14
2117,BVKUC9523N,B48061,Autoimmune Disorder,rare,2016-05-10
2118,BVKUC9523N,B48061,Fracture Femur,surgical,2016-12-04
2119,BVKUC9523N,B48061,ACL Tear,surgical,2023-07-17
2120,BVKUC9523N,B48061,Pneumonia,acute,2023-04-24
2121,BVKUC9523N,B48061,Angina,cardiac,2017-08-25
2122,GZFHF2700N,P58401,Dengue,acute,2018-09-11
2123,GZFHF2700N,P58401,Dengue,acute,2019-05-28
2124,GZFHF2700N,P58401,Viral Fever,acute,2021-10-01
2125,GZFHF2700N,P58401,Myocardial Infarction,cardiac,2020-11-22
2126,CMYII9536B,Z47455,Myocardial Infarction,cardiac,2018-12-04
2127,CMYII9536B,Z47455,Multiple Sclerosis,rare,2023-01-27
2128,CMYII9536B,Z47455,Asthma,chronic,2022-01-31
2129,CMYII9536B,Z47455,Angina,cardiac,2018-08-26
2130,CMYII9536B,Z47455,Chronic Kidney Disease,chronic,2016-08-25
2131,RRJTR7187H,Z57716,Autoimmune Disorder,rare,2017-12-01
2132,RRJTR7187H,Z57716,Multiple Sclerosis,rare,2020-03-22
2133,RRJTR7187H,Z57716,Coronary Artery Disease,cardiac,2020-05-08
2134,RRJTR7187H,Z57716,Asthma,chronic,2022-10-18
2135,BDRRW0718T,U63204,Angina,cardiac,2018-08-28
2136,WPKOM8155J,G94678,Hernia,surgical,2018-02-22
2137,WPKOM8155J,G94678,Urinary Tract Infection,acute,2021-09-24
2138,RBPXV9348G,C30359,Hypertension,chronic,2019-01-12
2139,RBPXV9348G,C30359,Pneumonia,acute,2017-09-18
2140,RBPXV9348G,C30359,Angina,cardiac,2019-12-10
2141,RBPXV9348G,C30359,Angina,cardiac,2018-08-03
2142,SQILT7184Z,E28201,Diabetes Mellitus,chronic,2016-06-03
2143,NKFSD2621L,G27183,Hypertension,chronic,2016-07-08
2144,NKFSD2621L,G27183,Gastroenteritis,acute,2016-06-17
2145,NKFSD2621L,G27183,Gastroenteritis,acute,2020-07-02
2146,NKFSD2621L,G27183,Angina,cardiac,2022-05-12
2147,NKFSD2621L,G27183,Asthma,chronic,2022-10-01
2148,NFYYD6262X,A41124,Hypothyroidism,chronic,2017-07-15
2149,NFYYD6262X,A41124,Hernia,surgical,2024-04-16
2150,NFYYD6262X,A41124,Asthma,chronic,2016-06-23
2151,NFYYD6262X,A41124,ACL Tear,surgical,2019-12-24
2152,NFYYD6262X,A41124,Angina,cardiac,2017-01-30
2153,DKAQV0294B,A83505,Urinary Tract Infection,acute,2024-06-29
2154,ANAWF8123U,D04067,Multiple Sclerosis,rare,2020-11-01
2155,ANAWF8123U,D04067,Autoimmune Disorder,rare,2019-10-24
2156,ANAWF8123U,D04067,Urinary Tract Infection,acute,2022-02-28
2157,ANAWF8123U,D04067,Hypertension,chronic,2020-08-11
2158,ANAWF8123U,D04067,Fracture Femur,surgical,2016-12-14
2159,RQEXL3439V,U72228,Diabetes Mellitus,chronic,2018-11-21
2160,RQEXL3439V,U72228,Hypothyroidism,chronic,2024-04-12
2161,RQEXL3439V,U72228,Fracture Femur,surgical,2020-01-20
2162,UETBE0134R,F62007,Coronary Artery Disease,cardiac,2024-06-04
2163,UETBE0134R,F62007,Autoimmune Disorder,rare,2022-11-12
2164,UETBE0134R,F62007,Hypertension,chronic,2022-12-15
2165,RLSJL0528H,D10010,Coronary Artery Disease,cardiac,2017-08-23
2166,RLSJL0528H,D10010,ACL Tear,surgical,2016-04-30
2167,RLSJL0528H,D10010,Appendicitis,surgical,2018-12-18
2168,BNHXJ6770X,H10921,Multiple Sclerosis,rare,2024-02-06
2169,BNHXJ6770X,H10921,Diabetes Mellitus,chronic,2021-12-31
2170,IMMUP1776E,S09145,ACL Tear,surgical,2020-06-25
2171,IMMUP1776E,S09145,Gastroenteritis,acute,2024-12-13
2172,IMMUP1776E,S09145,Dengue,acute,2017-09-22
2173,IMMUP1776E,S09145,Autoimmune Disorder,rare,2023-11-14
